;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;BIER;MFG;BGE;LMP;GAZA;KPÖ;KEINE;
G32116;Königstetten;1858;1541;8;1533;495;289;398;117;155;33;3;;8;2;25;8;
G32119;Langenrohr;1902;1601;20;1581;576;223;490;74;134;39;2;;8;2;27;6;
G32120;Michelhausen;3014;2386;14;2372;896;379;618;142;198;55;7;;15;1;45;16;
G32131;Sieghartskirchen;5854;4641;52;4589;1425;730;1503;282;412;90;19;;28;9;65;26;
G32132;Sitzenberg-Reidling;1867;1502;22;1480;466;268;459;100;112;27;5;;18;0;19;6;
G32134;Tulbing;2618;2143;20;2123;732;343;537;186;212;41;2;;9;1;48;12;
G32135;Tulln an der Donau;12046;9444;75;9369;2920;1775;2165;942;1009;187;25;;53;21;218;54;
G32139;Würmla;1202;980;10;970;329;134;293;81;72;20;2;;10;0;20;9;
G32140;Zeiselmauer-Wolfpassing;1774;1467;8;1459;361;311;373;157;165;31;8;;20;1;25;7;
G32141;Zwentendorf an der Donau;3020;2364;32;2332;608;641;759;72;127;52;4;;7;6;38;18;
G32142;St. Andrä-Wördern;6070;4987;33;4954;1268;1017;1055;722;535;109;19;;82;4;110;33;
G32143;Muckendorf-Wipfing;1305;1084;11;1073;338;216;320;69;79;19;3;;7;1;14;7;
G32144;Klosterneuburg;20072;15777;85;15692;4801;2662;2668;1971;2683;318;39;;163;40;286;61;
G32199;Wahlkarten - Tulln;0;2135;19;2116;520;433;405;287;323;53;9;;19;4;45;18;
G32200;Waidhofen an der Thaya;21458;17663;277;17386;6480;2384;5886;777;1062;312;89;;123;7;191;75;
G32202;Dietmanns;896;692;9;683;127;189;302;19;23;9;2;;0;0;9;3;
G32203;Dobersberg;1294;1070;23;1047;508;95;309;26;58;21;9;;9;0;11;1;
G32206;Gastern;1008;808;13;795;293;100;309;31;30;11;2;;3;0;13;3;
G32207;Groß-Siegharts;2207;1722;32;1690;452;355;660;58;99;28;4;;11;1;18;4;
G32209;Karlstein an der Thaya;1206;998;14;984;391;100;381;28;51;12;2;;5;0;8;6;
G32210;Kautzen;920;746;18;728;287;85;219;32;48;24;4;;12;1;13;3;
G32212;Ludweis-Aigen;761;636;9;627;274;83;187;27;19;10;3;;8;0;10;6;
G32214;Pfaffenschlag bei Waidhofen a.d.Thaya;761;650;6;644;246;70;229;28;35;15;4;;8;0;6;3;
G32216;Raabs an der Thaya;2221;1759;35;1724;826;184;483;60;96;30;12;;9;1;16;7;
G32217;Thaya;1220;1009;19;990;386;107;353;43;63;17;2;;3;0;11;5;
G32219;Vitis;2246;1872;31;1841;689;290;571;108;117;28;4;;6;1;14;13;
G32220;Waidhofen an der Thaya;4400;3433;40;3393;1157;446;1122;215;292;56;27;;27;2;37;12;
G32221;Waidhofen an der Thaya-Land;1077;913;8;905;317;115;342;32;58;16;4;;7;0;9;5;
G32222;Waldkirchen an der Thaya;428;349;6;343;169;30;99;15;14;7;3;;3;0;3;0;
G32223;Windigsteig;813;671;6;665;264;77;224;39;32;14;2;;3;0;8;2;
G32299;Wahlkarten - Waidhofen an der Thaya;0;335;8;327;94;58;96;16;27;14;5;;9;1;5;2;
G32300;Wiener Neustadt Land;61583;50130;559;49571;13913;9825;17039;2288;3527;1050;180;;293;356;797;303;
G32301;Bad Fischau-Brunn;2732;2283;17;2266;652;436;633;165;281;37;5;;19;1;30;7;
G32302;Bad Schönau;607;488;8;480;176;48;191;15;29;9;2;;3;0;4;3;
G32304;Ebenfurth;2152;1518;14;1504;254;403;545;59;97;32;5;;4;54;40;11;
G32305;Eggendorf;3733;2768;18;2750;596;615;1131;67;169;59;5;;6;29;53;20;
G32306;Bad Erlach;2576;1961;28;1933;509;391;689;97;129;42;13;;11;6;35;11;
G32307;Felixdorf;3245;2450;14;2436;416;713;849;92;176;59;0;;15;53;44;19;
G32308;Gutenstein;996;746;10;736;249;113;234;37;50;16;2;;12;1;17;5;
G32309;Hochneukirchen-Gschaidt;1364;1161;19;1142;534;137;323;29;69;22;9;;0;2;12;5;
G32310;Hochwolkersdorf;822;699;12;687;256;145;209;21;25;14;2;;2;0;5;8;
G32311;Hohe Wand;1159;942;7;935;320;126;300;68;71;17;0;;14;0;12;7;
G32312;Hollenthon;834;749;17;732;292;71;267;14;58;12;3;;2;0;6;7;
G32313;Katzelsdorf;2587;2200;29;2171;635;390;619;211;199;45;16;;18;1;27;10;
G32314;Kirchschlag in der Buckligen Welt;2275;1912;35;1877;834;212;587;59;98;35;11;;9;1;22;9;
G32315;Krumbach;1957;1636;20;1616;672;149;562;54;100;20;10;;13;1;19;16;
G32316;Lanzenkirchen;3404;2777;28;2749;730;576;961;131;199;70;11;;14;0;43;14;
G32317;Lichtenegg;850;750;13;737;325;51;245;40;42;14;5;;2;3;8;2;
G32318;Lichtenwörth;2267;1777;20;1757;445;334;657;90;127;48;3;;9;15;23;6;
G32319;Markt Piesting;2288;1831;23;1808;523;333;536;131;187;30;4;;10;10;35;9;
G32320;Matzendorf-Hölles;1684;1343;5;1338;414;224;471;50;103;28;4;;7;11;18;8;
G32321;Miesenbach;533;443;4;439;152;79;145;10;25;12;1;;5;0;9;1;
G32322;Muggendorf;417;367;4;363;138;56;115;11;25;9;1;;3;0;3;2;
G32323;Pernitz;1908;1445;20;1425;312;331;526;75;85;41;4;;9;3;29;10;
G32324;Rohr im Gebirge;335;275;4;271;103;23;115;6;14;2;0;;4;0;3;1;
G32325;Bromberg;938;802;12;790;339;100;246;25;39;18;4;;8;0;10;1;
G32326;Schwarzenbach;766;652;9;643;168;180;248;9;21;7;2;;0;0;7;1;
G32327;Sollenau;3894;2824;27;2797;554;749;1022;112;143;62;4;;18;64;42;27;
G32330;Theresienfeld;2733;2085;15;2070;387;565;747;67;158;32;6;;13;47;38;10;
G32331;Waidmannsfeld;1214;973;11;962;189;283;336;34;61;18;7;;14;0;14;6;
G32332;Waldegg;1450;1166;14;1152;346;270;349;57;72;18;3;;1;10;21;5;
G32333;Walpersbach;948;792;13;779;235;144;283;41;34;17;2;;4;5;9;5;
G32334;Weikersdorf am Steinfelde;903;758;6;752;241;91;309;32;49;10;4;;1;0;11;4;
G32335;Wiesmath;1256;1068;15;1053;411;129;362;30;61;34;6;;3;1;13;3;
G32336;Winzendorf-Muthmannsdorf;1496;1173;11;1162;332;219;352;74;112;18;2;;13;5;28;7;
G32337;Wöllersdorf-Steinabrückl;3605;2809;27;2782;586;592;1088;116;222;64;5;;12;21;56;20;
G32338;Zillingdorf;1655;1360;16;1344;288;322;496;66;83;33;8;;3;7;27;11;
G32399;Wahlkarten - Wiener Neustadt Land;0;1147;14;1133;300;225;291;93;114;46;11;;12;5;24;12;
G32500;Zwettl;34632;29462;518;28944;11849;3228;9527;1271;1802;587;93;;142;14;278;153;
G32501;Allentsteig;1507;1189;13;1176;444;150;416;50;82;23;1;;3;1;4;2;
G32502;Arbesbach;1336;1123;16;1107;416;70;462;43;63;20;6;;7;1;10;9;
G32503;Bärnkopf;280;246;1;245;43;92;91;6;6;4;0;;1;0;2;0;
G32504;Echsenbach;1037;889;14;875;384;73;304;35;39;19;2;;5;6;5;3;
G32505;Göpfritz an der Wild;1480;1230;30;1200;407;174;464;39;61;27;4;;8;0;7;9;
G32506;Grafenschlag;694;591;13;578;273;56;172;24;26;10;1;;5;0;4;7;
G32508;Groß Gerungs;3639;3060;64;2996;1279;305;981;124;169;54;6;;17;0;38;23;
G32509;Großgöttfritz;1097;917;16;901;371;87;328;19;57;21;2;;3;0;9;4;
G32511;Gutenbrunn;443;378;7;371;117;94;119;11;22;3;1;;2;0;2;0;
G32514;Kirchschlag;533;469;7;462;190;50;165;19;20;14;0;;0;0;3;1;
G32515;Kottes-Purk;1217;1010;28;982;422;117;307;39;43;26;2;;4;1;15;6;
G32516;Langschlag;1421;1198;28;1170;462;135;445;25;61;15;7;;3;0;9;8;
G32517;Martinsberg;862;747;12;735;289;92;274;20;29;13;4;;4;0;7;3;
G32518;Ottenschlag;830;717;15;702;285;76;243;26;47;11;3;;4;0;4;3;
G32519;Altmelon;710;608;9;599;232;33;267;6;33;7;3;;3;0;8;7;
G32520;Pölla;747;630;9;621;261;66;219;15;29;14;3;;3;0;7;4;
G32521;Rappottenstein;1423;1214;25;1189;439;112;452;53;69;26;5;;5;0;22;6;
G32522;Sallingberg;1029;852;17;835;382;67;285;21;48;15;5;;4;0;5;3;
G32523;Schönbach;620;531;10;521;206;31;205;20;25;13;3;;5;1;10;2;
G32524;Schwarzenau;1239;1035;18;1017;348;221;317;45;52;17;1;;2;0;12;2;
G32525;Schweiggers;1649;1380;27;1353;628;102;466;46;60;18;9;;3;0;13;8;
G32528;Bad Traunstein;820;715;14;701;325;72;189;28;55;21;0;;2;0;4;5;
G32529;Waldhausen;989;814;14;800;339;88;263;27;51;15;1;;3;1;11;1;
G32530;Zwettl-Niederösterreich;9030;7284;100;7184;3071;775;1930;500;593;153;22;;42;3;59;36;
G32599;Wahlkarten - Zwettl;0;635;11;624;236;90;163;30;62;28;2;;4;0;8;1;
G40000;Oberösterreich;1097771;878873;10620;868253;228759;176003;264515;71700;72630;16467;7283;;5041;2322;17534;5999;
G40099;Wahlkarten - Oberösterreich;0;18;18;0;0;0;0;0;0;0;0;;0;0;0;0;
G4A000;Linz und Umgebung;240123;180523;1711;178812;37367;46783;46329;18417;17546;2967;1109;;1090;832;5339;1033;
G4A099;Wahlkarten - Linz und Umgebung;0;884;8;876;141;218;101;174;140;30;5;;8;0;58;1;
G4B000;Innviertel;165943;131044;1658;129386;38724;18293;47535;8102;9058;2498;1291;;626;247;2128;884;
G4B099;Wahlkarten - Innviertel;0;231;1;230;29;47;36;49;42;6;4;;4;0;12;1;
G4C000;Hausruckviertel;273190;218656;2841;215815;56396;41294;69815;16731;18229;4475;1718;;1236;624;3881;1416;
G4C099;Wahlkarten - Hausruckviertel;0;496;0;496;81;101;103;88;82;11;2;;6;2;17;3;
G4D000;Traunviertel;195450;158234;1933;156301;38746;34768;47293;12724;12839;3066;1449;;948;350;3080;1038;
G4D099;Wahlkarten - Traunviertel;0;484;2;482;82;120;90;72;63;15;3;;6;0;29;2;
G4E000;Mühlviertel;223065;190398;2459;187939;57526;34865;53543;15726;14958;3461;1716;;1141;269;3106;1628;
G4E099;Wahlkarten - Mühlviertel;0;443;1;442;63;105;80;85;64;6;6;;5;1;24;3;
G40100;Linz Stadt;132345;94558;817;93741;17568;26634;21708;11347;9116;1522;567;;553;507;3705;514;
G40101;Linz;132345;91281;793;90488;17062;25728;21291;10736;8626;1445;545;;533;495;3533;494;
G40199;Wahlkarten - Linz Stadt;0;3277;24;3253;506;906;417;611;490;77;22;;20;12;172;20;
G40200;Steyr Stadt;25805;18904;193;18711;3099;5865;5554;1482;1352;328;128;;92;92;587;132;
G40201;Steyr;25805;18536;189;18347;3046;5754;5490;1430;1305;319;125;;91;91;571;125;
G40299;Wahlkarten - Steyr Stadt;0;368;4;364;53;111;64;52;47;9;3;;1;1;16;7;
G40300;Wels Stadt;37599;26028;250;25778;5134;6306;8184;2187;2216;399;135;;130;246;698;143;
G40301;Wels;37599;25679;247;25432;5079;6208;8126;2131;2171;392;134;;126;243;681;141;
G40399;Wahlkarten - Wels Stadt;0;349;3;346;55;98;58;56;45;7;1;;4;3;17;2;
G40400;Braunau am Inn;75749;58125;787;57338;16152;8595;21650;3378;3880;1109;604;;307;100;1143;420;
G40401;Altheim;3617;2640;34;2606;604;468;1031;159;185;43;44;;13;2;42;15;
G40402;Aspach;1984;1557;18;1539;549;155;613;62;83;26;13;;4;2;19;13;
G40403;Auerbach;558;473;6;467;130;31;226;20;28;10;8;;1;1;10;2;
G40404;Braunau am Inn;10875;7417;60;7357;1611;1580;2416;679;548;145;62;;37;39;195;45;
G40405;Burgkirchen;2026;1534;24;1510;497;171;566;66;121;27;17;;8;1;24;12;
G40406;Eggelsberg;2058;1511;22;1489;385;182;638;77;112;29;19;;14;1;29;3;
G40407;Feldkirchen bei Mattighofen;1626;1286;23;1263;329;121;604;60;81;21;11;;5;1;22;8;
G40408;Franking;799;615;6;609;184;70;224;28;44;8;14;;5;0;24;8;
G40409;Geretsberg;916;652;9;643;221;69;248;32;34;9;11;;6;0;10;3;
G40410;Gilgenberg am Weilhart;998;794;12;782;276;69;323;24;39;19;11;;1;0;11;9;
G40411;Haigermoos;494;380;9;371;131;37;118;28;32;10;4;;0;0;10;1;
G40412;Handenberg;1023;823;15;808;270;73;325;30;58;16;10;;4;0;16;6;
G40413;Helpfau-Uttendorf;2334;1682;21;1661;584;222;624;52;88;23;14;;5;2;33;14;
G40414;Hochburg-Ach;2104;1571;25;1546;531;222;460;110;106;35;21;;18;2;27;14;
G40415;Höhnhart;1140;875;12;863;236;117;425;28;22;9;11;;3;0;11;1;
G40416;Jeging;556;450;4;446;131;66;174;15;28;8;5;;1;0;15;3;
G40417;Kirchberg bei Mattighofen;989;770;13;757;263;62;286;39;53;22;6;;2;0;18;6;
G40418;Lengau;3648;2841;54;2787;647;530;1072;162;185;51;23;;14;8;63;32;
G40419;Lochen am See;2279;1823;30;1793;536;213;677;88;143;50;21;;16;1;33;15;
G40420;Maria Schmolln;1191;917;27;890;341;124;283;45;51;16;8;;0;0;10;12;
G40421;Mattighofen;3771;2487;30;2457;590;486;895;175;149;56;20;;12;14;44;16;
G40422;Mauerkirchen;1623;1093;13;1080;244;204;421;60;87;21;8;;4;2;21;8;
G40423;Mining;1010;767;5;762;244;118;243;72;53;10;7;;3;0;9;3;
G40424;Moosbach;778;577;7;570;152;54;277;21;45;7;5;;1;1;6;1;
G40425;Moosdorf;1282;935;8;927;207;226;353;41;44;14;6;;3;1;15;17;
G40426;Munderfing;2220;1671;18;1653;475;239;607;111;119;34;17;;7;1;34;9;
G40427;Neukirchen an der Enknach;1716;1366;27;1339;409;179;537;50;94;19;14;;7;4;17;9;
G40428;Ostermiething;2474;1766;33;1733;574;224;587;95;128;33;20;;14;2;35;21;
G40429;Palting;990;702;13;689;243;64;248;45;53;13;6;;5;0;9;3;
G40430;Perwang am Grabensee;858;643;7;636;174;86;267;36;42;4;2;;3;0;16;6;
G40431;Pfaffstätt;791;647;13;634;172;85;255;38;49;8;4;;3;0;16;4;
G40432;Pischelsdorf am Engelbach;1292;1040;14;1026;322;89;477;33;42;26;7;;7;0;18;5;
G40433;Polling im Innkreis;752;610;12;598;167;75;269;28;26;11;5;;4;0;11;2;
G40434;Roßbach;723;595;15;580;164;65;262;29;31;11;2;;5;1;7;3;
G40435;St. Georgen am Fillmannsbach;361;293;2;291;89;19;155;8;12;4;0;;0;0;1;3;
G40436;St. Johann am Walde;1629;1245;21;1224;350;167;531;54;57;23;9;;6;0;18;9;
G40437;St. Pantaleon;2253;1666;18;1648;407;300;606;74;125;36;17;;11;7;60;5;
G40438;St. Peter am Hart;1849;1435;12;1423;367;214;533;93;125;31;21;;8;1;22;8;
G40439;St. Radegund;478;356;9;347;151;23;76;33;33;10;5;;3;1;9;3;
G40440;St. Veit im Innkreis;318;268;6;262;82;47;106;12;9;1;1;;0;0;4;0;
G40441;Schalchen;2846;2155;22;2133;508;400;778;150;136;49;36;;12;3;47;14;
G40442;Schwand im Innkreis;772;621;7;614;190;62;251;32;34;14;9;;5;1;10;6;
G40443;Tarsdorf;1620;1226;21;1205;431;111;449;55;76;21;10;;5;1;29;17;
G40444;Treubach;575;429;8;421;156;30;188;8;18;5;6;;1;0;7;2;
G40445;Überackern;428;324;2;322;117;37;117;13;22;5;2;;1;0;5;3;
G40446;Weng im Innkreis;1125;878;8;870;269;118;359;43;43;8;11;;5;0;7;7;
G40499;Wahlkarten - Braunau am Inn;0;1719;12;1707;442;291;470;165;187;58;21;;15;0;44;14;
G40500;Eferding;25862;21515;238;21277;5717;4404;6851;1435;1726;393;129;;129;46;313;134;
G40501;Alkoven;4638;3784;38;3746;889;951;1099;274;339;66;19;;21;7;56;25;
G40502;Aschach an der Donau;1574;1244;13;1231;255;311;374;101;117;24;7;;4;5;20;13;
G40503;Eferding;2917;2068;15;2053;539;477;604;150;172;42;7;;6;9;36;11;
G40504;Fraham;1947;1527;22;1505;375;305;511;95;124;28;9;;15;5;25;13;
G40505;Haibach ob der Donau;1055;889;11;878;245;171;300;55;71;13;8;;4;1;5;5;
G40506;Hartkirchen;3235;2715;27;2688;737;494;959;161;199;45;15;;15;0;47;16;
G40507;Hinzenbach;1607;1305;17;1288;408;253;391;73;105;19;8;;2;1;18;10;
G40508;Prambachkirchen;2323;1942;37;1905;589;300;652;130;142;36;15;;12;3;19;7;
G40509;Pupping;1436;1177;10;1167;375;247;354;80;62;15;5;;5;5;15;4;
G40510;St. Marienkirchen an der Polsenz;1904;1553;14;1539;422;294;531;92;108;30;15;;16;2;21;8;
G40511;Scharten;1864;1569;6;1563;347;333;557;120;126;25;10;;13;5;20;7;
G40512;Stroheim;1362;1131;21;1110;391;130;391;44;77;29;5;;11;2;17;13;
G40599;Wahlkarten - Eferding;0;611;7;604;145;138;128;60;84;21;6;;5;1;14;2;
G40600;Freistadt;54605;46822;667;46155;13995;8941;13714;3422;3262;876;394;;291;109;772;379;
G40601;Freistadt;6209;4934;56;4878;1251;1032;1335;477;399;103;43;;41;79;90;28;
G40602;Grünbach;1517;1232;10;1222;357;227;423;65;79;30;14;;7;1;16;3;
G40603;Gutau;2300;1886;19;1867;652;413;500;111;94;30;11;;5;2;30;19;
G40604;Hagenberg im Mühlkreis;2439;1963;16;1947;420;462;536;208;196;40;10;;15;2;43;15;
G40605;Hirschbach im Mühlkreis;941;809;15;794;280;135;170;68;99;7;8;;10;1;12;4;
G40606;Kaltenberg;489;448;3;445;223;27;142;11;23;11;5;;0;0;1;2;
G40607;Kefermarkt;1753;1483;23;1460;413;305;445;108;114;20;7;;6;0;30;12;
G40608;Königswiesen;2522;2125;36;2089;721;250;782;102;114;28;22;;8;1;33;28;
G40609;Lasberg;2344;1983;25;1958;657;344;523;165;165;35;11;;17;2;24;15;
G40610;Leopoldschlag;787;668;12;656;272;86;189;27;49;10;5;;2;0;8;8;
G40611;Liebenau;1344;1155;20;1135;439;136;410;30;64;20;7;;6;0;16;7;
G40612;Neumarkt im Mühlkreis;2615;2179;17;2162;634;447;535;228;164;58;17;;27;1;38;13;
G40613;Pierbach;813;670;11;659;211;72;279;28;25;10;9;;4;0;8;13;
G40614;Pregarten;4483;3656;49;3607;928;879;1054;265;274;63;23;;21;0;65;35;
G40615;Rainbach im Mühlkreis;2382;1923;35;1888;691;371;459;146;115;36;15;;11;4;18;22;
G40616;Sandl;1164;970;19;951;232;217;312;52;55;27;18;;7;1;21;9;
G40617;St. Leonhard bei Freistadt;1122;958;20;938;335;143;304;47;45;18;8;;4;3;20;11;
G40618;St. Oswald bei Freistadt;2382;1988;35;1953;571;333;751;66;148;31;15;;6;1;23;8;
G40619;Schönau im Mühlkreis;1619;1391;15;1376;508;186;461;79;71;19;17;;7;1;16;11;
G40620;Tragwein;2528;2177;30;2147;561;542;636;133;139;49;17;;13;1;47;9;
G40621;Unterweißenbach;1815;1496;35;1461;532;159;574;55;55;25;16;;2;2;22;19;
G40622;Unterweitersdorf;1786;1570;18;1552;365;379;470;118;110;30;14;;15;3;35;13;
G40623;Waldburg;1150;981;12;969;317;155;270;78;90;20;9;;6;0;16;8;
G40624;Wartberg ob der Aist;3646;3092;48;3044;754;731;865;314;209;58;21;;17;2;54;19;
G40625;Weitersfelden;811;695;10;685;277;89;201;31;46;14;9;;4;1;6;7;
G40626;Windhaag bei Freistadt;1272;1079;18;1061;440;195;254;61;63;16;4;;4;1;14;9;
G40627;Bad Zell;2372;1996;38;1958;655;334;531;203;118;32;26;;12;0;27;20;
G40699;Wahlkarten - Freistadt;0;1315;22;1293;299;292;303;146;139;36;13;;14;0;39;12;
G40700;Gmunden;78067;62741;857;61884;15213;13564;17961;5457;5559;1349;615;;405;117;1200;444;
G40701;Altmünster;7801;6406;73;6333;1873;1084;1693;624;692;122;64;;43;3;97;38;
G40702;Bad Goisern am Hallstättersee;6170;4719;107;4612;850;1380;1347;279;324;152;56;;37;4;127;56;
G40703;Bad Ischl;10650;7985;111;7874;1850;1767;2120;841;666;215;78;;40;23;192;82;
G40704;Ebensee am Traunsee;6004;4586;71;4515;947;1274;1320;321;316;105;40;;26;5;127;34;
G40705;Gmunden;9496;7063;63;7000;1857;1263;1636;946;891;129;53;;48;17;130;30;
G40706;Gosau;1376;1103;19;1084;291;332;293;40;72;23;1;;8;0;10;14;
G40707;Grünau im Almtal;1610;1326;25;1301;287;292;450;92;122;20;9;;10;2;10;7;
G40708;Gschwandt;2324;1917;25;1892;536;341;567;176;164;32;17;;16;0;27;16;
G40709;Hallstatt;547;489;8;481;91;186;97;40;29;12;3;;5;1;11;6;
G40710;Kirchham;1735;1399;17;1382;469;140;514;76;98;28;18;;5;5;22;7;
G40711;Laakirchen;6757;5159;65;5094;1032;1338;1709;315;366;123;50;;26;19;87;29;
G40712;Obertraun;536;440;4;436;102;200;58;21;22;3;2;;1;1;21;5;
G40713;Ohlsdorf;4142;3345;54;3291;777;702;1055;249;329;59;31;;23;3;46;17;
G40714;Pinsdorf;3071;2315;23;2292;517;546;756;158;172;41;26;;15;2;39;20;
G40715;Roitham am Traunfall;1667;1360;14;1346;344;275;458;74;108;36;21;;5;2;18;5;
G40716;St. Konrad;916;796;11;785;262;131;261;36;51;9;7;;10;1;11;6;
G40717;St. Wolfgang im Salzkammergut;2191;1709;32;1677;609;252;455;124;133;30;18;;9;3;34;10;
G40718;Traunkirchen;1365;1124;7;1117;312;218;270;135;130;21;9;;5;1;12;4;
G40719;Scharnstein;3766;2960;41;2919;696;607;912;265;260;61;30;;30;3;43;12;
G40720;Vorchdorf;5943;4669;61;4608;1096;830;1643;403;359;78;46;;27;18;81;27;
G40799;Wahlkarten - Gmunden;0;1871;26;1845;415;406;347;242;255;50;36;;16;4;55;19;
G40800;Grieskirchen;50494;41870;658;41212;12410;6490;13673;3070;3233;828;347;;223;78;600;260;
G40801;Aistersheim;733;617;10;607;175;78;232;40;53;14;5;;3;0;4;3;
G40802;Bad Schallerbach;3028;2311;27;2284;588;455;676;182;248;44;12;;14;3;43;19;
G40804;Eschenau im Hausruckkreis;877;757;12;745;289;57;288;35;40;15;6;;0;0;10;5;
G40805;Gallspach;1826;1308;14;1294;336;228;448;97;90;37;14;;3;2;31;8;
G40806;Gaspoltshofen;2784;2215;55;2160;595;317;774;182;177;43;13;;13;1;28;17;
G40807;Geboltskirchen;1150;958;14;944;250;177;307;87;50;29;8;;11;0;18;7;
G40808;Grieskirchen;3521;2675;41;2634;722;478;735;299;250;37;15;;10;26;48;14;
G40809;Haag am Hausruck;1675;1367;19;1348;398;242;380;136;106;34;13;;12;1;20;6;
G40810;Heiligenberg;578;503;11;492;199;40;176;23;26;13;4;;6;0;4;1;
G40811;Hofkirchen an der Trattnach;1248;1031;22;1009;358;131;349;51;65;22;11;;4;1;13;4;
G40812;Kallham;2026;1548;19;1529;485;257;484;88;129;31;13;;4;0;29;9;
G40813;Kematen am Innbach;1046;859;17;842;208;139;330;47;61;20;9;;6;2;15;5;
G40814;Meggenhofen;1230;1021;12;1009;380;124;300;73;80;20;9;;5;2;6;10;
G40815;Michaelnbach;1048;885;15;870;303;88;337;42;60;15;7;;5;2;8;3;
G40816;Natternbach;1859;1544;27;1517;450;243;606;60;69;30;26;;13;1;13;6;
G40817;Neukirchen am Walde;1310;1091;22;1069;359;135;399;55;52;26;12;;5;2;13;11;
G40818;Neumarkt im Hausruckkreis;1107;804;8;796;202;170;252;61;47;23;6;;1;8;19;7;
G40820;Pötting;460;418;11;407;196;44;103;20;28;8;3;;0;1;1;3;
G40821;Pollham;823;704;5;699;213;97;210;75;60;6;12;;9;0;14;3;
G40822;Pram;1364;1091;23;1068;271;154;399;88;89;30;9;;2;2;9;15;
G40823;Rottenbach;885;740;14;726;165;91;319;38;52;13;10;;13;1;18;6;
G40824;St. Agatha;1776;1488;19;1469;546;154;517;88;116;13;8;;6;1;14;6;
G40825;St. Georgen bei Grieskirchen;1016;831;6;825;270;143;231;61;91;12;3;;2;0;7;5;
G40826;St. Thomas;446;400;13;387;115;60;134;31;16;17;7;;0;0;5;2;
G40827;Schlüßlberg;2357;1955;34;1921;430;534;587;129;137;29;13;;4;6;36;16;
G40828;Steegen;926;687;11;676;210;72;282;41;39;10;5;;4;0;9;4;
G40829;Taufkirchen an der Trattnach;1561;1252;20;1232;396;154;483;70;67;22;7;;4;0;21;8;
G40830;Tollet;767;655;7;648;190;121;176;59;75;9;1;;5;0;9;3;
G40831;Waizenkirchen;2971;2376;30;2346;803;283;750;184;201;45;23;;14;5;25;13;
G40832;Wallern an der Trattnach;2390;1975;17;1958;556;395;604;169;149;25;12;;7;4;26;11;
G40833;Weibern;1294;1030;23;1007;335;161;273;88;88;23;6;;10;0;16;7;
G40834;Wendling;711;595;11;584;182;55;230;44;44;14;4;;3;1;2;5;
G40835;Peuerbach;3701;2842;39;2803;918;373;996;164;220;40;32;;15;3;33;9;
G40899;Wahlkarten - Grieskirchen;0;1337;30;1307;317;240;306;163;158;59;9;;10;3;33;9;
G40900;Kirchdorf an der Krems;43273;35432;410;35022;9375;6780;11554;2599;2687;623;329;;203;73;602;197;
G40901;Edlbach;497;407;6;401;133;65;115;24;39;6;3;;1;0;15;0;
G40902;Grünburg;2833;2148;23;2125;520;428;816;112;126;40;22;;6;6;32;17;
G40903;Hinterstoder;689;532;9;523;186;63;145;61;44;14;1;;0;3;4;2;
G40904;Inzersdorf im Kremstal;1507;1183;20;1163;344;183;401;74;73;22;16;;7;2;32;9;
G40905;Kirchdorf an der Krems;3337;2508;19;2489;561;677;665;255;180;54;19;;14;6;50;8;
G40906;Klaus an der Pyhrnbahn;856;683;7;676;132;243;217;19;38;9;4;;3;0;6;5;
G40907;Kremsmünster;4646;3575;30;3545;1035;583;1109;290;332;59;31;;33;2;54;17;
G40908;Micheldorf in Oberösterreich;4506;3558;44;3514;766;921;1035;287;313;50;32;;22;8;69;11;
G40909;Molln;2731;2190;31;2159;510;498;684;178;157;35;12;;16;6;45;18;
G40910;Nußbach;1817;1483;20;1463;486;217;449;114;120;29;19;;5;0;14;10;
G40911;Oberschlierbach;367;325;3;322;108;53;83;47;11;6;5;;0;0;8;1;
G40912;Pettenbach;4101;3317;43;3274;729;485;1397;217;237;54;45;;24;20;48;18;
G40913;Ried im Traunkreis;2226;1742;16;1726;528;204;613;119;151;28;17;;15;8;28;15;
G40914;Rosenau am Hengstpaß;492;413;3;410;110;90;157;13;17;5;7;;2;1;6;2;
G40915;Roßleithen;1456;1225;12;1213;390;213;389;70;75;29;16;;10;0;17;4;
G40916;St. Pankraz;284;246;3;243;43;43;124;12;8;5;0;;2;0;4;2;
G40917;Schlierbach;2230;1810;23;1787;465;323;539;197;167;18;21;;5;2;35;15;
G40918;Spital am Pyhrn;1747;1377;20;1357;364;258;547;56;75;20;7;;9;1;11;9;
G40919;Steinbach am Ziehberg;705;580;3;577;170;97;217;26;35;11;7;;2;2;6;4;
G40920;Steinbach an der Steyr;1563;1319;18;1301;415;231;469;60;65;29;3;;7;0;16;6;
G40921;Vorderstoder;661;537;9;528;185;56;190;26;45;10;2;;3;0;7;4;
G40922;Wartberg an der Krems;2234;1733;23;1710;543;254;574;122;125;36;10;;0;1;38;7;
G40923;Windischgarsten;1788;1391;10;1381;376;355;358;104;112;25;12;;8;2;25;4;
G40999;Wahlkarten - Kirchdorf an der Krems;0;1150;15;1135;276;240;261;116;142;29;18;;9;3;32;9;
G41000;Linz-Land;107778;85081;886;84195;19658;19931;24520;6896;8290;1415;537;;529;325;1576;518;
